NAACCR XML ID,NAACCR Number,Name,Start Column,Length,Record Types,Parent XML Element,Data Type
responseToNeoadjuvantTherapy,3922,"Response to Neoadjuvant Therapy",1751,1,"A,M,C,I",Tumor,digits
rqrsNcdbSubmissionFlag,2155,"RQRS NCDB Submission Flag",2623,1,"A,M,C,I",Tumor,digits
ruca2000,339,"RUCA 2000",460,1,"A,M,C,I",Tumor,mixed
ruca2010,341,"RUCA 2010",461,1,"A,M,C,I",Tumor,mixed
ruralurbanContinuum1993,3300,"RuralUrban Continuum 1993",454,2,"A,M,C,I",Tumor,digits
ruralurbanContinuum2003,3310,"RuralUrban Continuum 2003",456,2,"A,M,C,I",Tumor,digits
ruralurbanContinuum2013,3312,"RuralUrban Continuum 2013",458,2,"A,M,C,I",Tumor,digits
rxCodingSystemCurrent,1460,"RX Coding System--Current",2251,2,"A,M,C,I",Tumor,digits
rxDateBrm,1240,"RX Date BRM",2194,8,"A,M,C,I",Tumor,date
rxDateBrmFlag,1241,"RX Date BRM Flag",2202,2,"A,M,C,I",Tumor,digits
rxDateChemo,1220,"RX Date Chemo",2174,8,"A,M,C,I",Tumor,date
rxDateChemoFlag,1221,"RX Date Chemo Flag",2182,2,"A,M,C,I",Tumor,digits
rxDateDxStgProc,1280,"RX Date DX/Stg Proc",2214,8,"A,M,C,I",Tumor,date
rxDateDxStgProcFlag,1281,"RX Date DX/Stg Proc Flag",2222,2,"A,M,C,I",Tumor,digits
rxDateHormone,1230,"RX Date Hormone",2184,8,"A,M,C,I",Tumor,date
rxDateHormoneFlag,1231,"RX Date Hormone Flag",2192,2,"A,M,C,I",Tumor,digits
rxDateMostDefinSurg,3170,"RX Date Mst Defn Srg",2124,8,"A,M,C,I",Tumor,date
rxDateMostDefinSurgFlag,3171,"RX Date Mst Defn Srg Flag",2132,2,"A,M,C,I",Tumor,digits
rxDateOther,1250,"RX Date Other",2204,8,"A,M,C,I",Tumor,date
rxDateOtherFlag,1251,"RX Date Other Flag",2212,2,"A,M,C,I",Tumor,digits
rxDateRadiation,1210,"RX Date Radiation",2144,8,"A,M,C,I",Tumor,date
rxDateRadiationEnded,3220,"RX Date Rad Ended",2154,8,"A,M,C,I",Tumor,date
rxDateRadiationEndedFlag,3221,"RX Date Rad Ended Flag",2162,2,"A,M,C,I",Tumor,digits
rxDateRadiationFlag,1211,"RX Date Radiation Flag",2152,2,"A,M,C,I",Tumor,digits
rxDateSurgery,1200,"RX Date Surgery",2114,8,"A,M,C,I",Tumor,date
rxDateSurgeryFlag,1201,"RX Date Surgery Flag",2122,2,"A,M,C,I",Tumor,digits
rxDateSurgicalDisch,3180,"RX Date Surg Disch",2134,8,"A,M,C,I",Tumor,date
rxDateSurgicalDischFlag,3181,"RX Date Surg Disch Flag",2142,2,"A,M,C,I",Tumor,digits
rxDateSystemic,3230,"RX Date Systemic",2164,8,"A,M,C,I",Tumor,date
rxDateSystemicFlag,3231,"RX Date Systemic Flag",2172,2,"A,M,C,I",Tumor,digits
rxHospBrm,720,"RX Hosp--BRM",806,2,"A,M,C,I",Tumor,digits
rxHospChemo,700,"RX Hosp--Chemo",802,2,"A,M,C,I",Tumor,digits
rxHospDxStgProc,740,"RX Hosp--DX/Stg Proc",809,2,"A,M,C,I",Tumor,digits
rxHospHormone,710,"RX Hosp--Hormone",804,2,"A,M,C,I",Tumor,digits
rxHospOther,730,"RX Hosp--Other",808,1,"A,M,C,I",Tumor,digits
rxHospPalliativeProc,3280,"RX Hosp--Palliative Proc",811,1,"A,M,C,I",Tumor,digits
rxHospRadiation,690,"RX Hosp--Radiation",801,1,"A,M,C,I",Tumor,digits
rxHospRegLnRemoved,676,"RX Hosp--Reg LN Removed",799,2,"A,M,C,I",Tumor,digits
rxHospScopeReg9802,747,"RX Hosp--Scope Reg 98-02",814,1,"A,M,C,I",Tumor,digits
rxHospScopeRegLnSur,672,"RX Hosp--Scope Reg LN Sur",797,1,"A,M,C,I",Tumor,digits
rxHospSurgApp2010,668,"RX Hosp--Surg App 2010",794,1,"A,M,C,I",Tumor,digits
rxHospSurgOth9802,748,"RX Hosp--Surg Oth 98-02",815,1,"A,M,C,I",Tumor,digits
rxHospSurgOthRegDis,674,"RX Hosp--Surg Oth Reg/Dis",798,1,"A,M,C,I",Tumor,digits
rxHospSurgPrimSite,670,"RX Hosp--Surg Prim Site",795,2,"A,M,C,I",Tumor,digits
rxHospSurgSite9802,746,"RX Hosp--Surg Site 98-02",812,2,"A,M,C,I",Tumor,digits
rxSummBrm,1410,"RX Summ--BRM",2247,2,"A,M,C,I",Tumor,digits
rxSummChemo,1390,"RX Summ--Chemo",2243,2,"A,M,C,I",Tumor,digits
rxSummDxStgProc,1350,"RX Summ--DX/Stg Proc",2235,2,"A,M,C,I",Tumor,digits
rxSummHormone,1400,"RX Summ--Hormone",2245,2,"A,M,C,I",Tumor,digits
rxSummOther,1420,"RX Summ--Other",2249,1,"A,M,C,I",Tumor,digits
rxSummPalliativeProc,3270,"RX Summ--Palliative Proc",2237,1,"A,M,C,I",Tumor,digits
rxSummRadToCns,1370,"RX Summ--Rad to CNS",2239,1,"A,M,C,I",Tumor,digits
rxSummRadiation,1360,"RX Summ--Radiation",2238,1,"A,M,C,I",Tumor,digits
rxSummReconstruct1st,1330,"RX Summ--Reconstruct 1st",2233,1,"A,M,C,I",Tumor,digits
rxSummRegLnExamined,1296,"RX Summ--Reg LN Examined",2229,2,"A,M,C,I",Tumor,digits
rxSummScopeReg9802,1647,"RX Summ--Scope Reg 98-02",2279,1,"A,M,C,I",Tumor,digits
rxSummScopeRegLnSur,1292,"RX Summ--Scope Reg LN Sur",2227,1,"A,M,C,I",Tumor,digits
rxSummSurgOth9802,1648,"RX Summ--Surg Oth 98-02",2280,1,"A,M,C,I",Tumor,digits
rxSummSurgOthRegDis,1294,"RX Summ--Surg Oth Reg/Dis",2228,1,"A,M,C,I",Tumor,digits
rxSummSurgPrimSite,1290,"RX Summ--Surg Prim Site",2225,2,"A,M,C,I",Tumor,digits
rxSummSurgRadSeq,1380,"RX Summ--Surg/Rad Seq",2240,1,"A,M,C,I",Tumor,digits
rxSummSurgSite9802,1646,"RX Summ--Surg Site 98-02",2277,2,"A,M,C,I",Tumor,digits
rxSummSurgeryType,1640,"RX Summ--Surgery Type",2274,2,"A,M,C,I",Tumor,digits
rxSummSurgicalApproch,1310,"RX Summ--Surgical Approch",2231,1,"A,M,C,I",Tumor,digits
rxSummSurgicalMargins,1320,"RX Summ--Surgical Margins",2232,1,"A,M,C,I",Tumor,digits
rxSummSystemicSurSeq,1639,"RX Summ--Systemic/Sur Seq",2273,1,"A,M,C,I",Tumor,digits
rxSummTransplntEndocr,3250,"RX Summ--Transplnt/Endocr",2241,2,"A,M,C,I",Tumor,digits
rxSummTreatmentStatus,1285,"RX Summ--Treatment Status",2224,1,"A,M,C,I",Tumor,digits
rxTextBrm,2660,"RX Text--BRM",19135,1000,"A,M",Tumor,text
rxTextChemo,2640,"RX Text--Chemo",17135,1000,"A,M",Tumor,text
rxTextHormone,2650,"RX Text--Hormone",18135,1000,"A,M",Tumor,text
rxTextOther,2670,"RX Text--Other",20135,1000,"A,M",Tumor,text
rxTextRadiation,2620,"RX Text--Radiation (Beam)",15135,1000,"A,M",Tumor,text
rxTextRadiationOther,2630,"RX Text--Radiation Other",16135,1000,"A,M",Tumor,text
rxTextSurgery,2610,"RX Text--Surgery",14135,1000,"A,M",Tumor,text
sCategoryClinical,3923,"S Category Clinical",1985,1,"A,M,C,I",Tumor,digits
sCategoryPathological,3924,"S Category Pathological",1986,1,"A,M,C,I",Tumor,digits
sarcomatoidFeatures,3925,"Sarcomatoid Features",1836,3,"A,M,C,I",Tumor,text
schemaDiscriminator1,3926,"Schema Discriminator 1",1731,1,"A,M,C,I",Tumor,text
schemaDiscriminator2,3927,"Schema Discriminator 2",1732,1,"A,M,C,I",Tumor,text
schemaDiscriminator3,3928,"Schema Discriminator 3",1733,1,"A,M,C,I",Tumor,text
schemaId,3800,"Schema ID",1726,5,"A,M,C,I",Tumor,text
secondaryDiagnosis1,3780,"Secondary Diagnosis 1",1577,7,"A,M,C,I",Tumor,text
secondaryDiagnosis10,3798,"Secondary Diagnosis 10",1640,7,"A,M,C,I",Tumor,text
secondaryDiagnosis2,3782,"Secondary Diagnosis 2",1584,7,"A,M,C,I",Tumor,text
secondaryDiagnosis3,3784,"Secondary Diagnosis 3",1591,7,"A,M,C,I",Tumor,text
secondaryDiagnosis4,3786,"Secondary Diagnosis 4",1598,7,"A,M,C,I",Tumor,text
secondaryDiagnosis5,3788,"Secondary Diagnosis 5",1605,7,"A,M,C,I",Tumor,text
secondaryDiagnosis6,3790,"Secondary Diagnosis 6",1612,7,"A,M,C,I",Tumor,text
secondaryDiagnosis7,3792,"Secondary Diagnosis 7",1619,7,"A,M,C,I",Tumor,text
secondaryDiagnosis8,3794,"Secondary Diagnosis 8",1626,7,"A,M,C,I",Tumor,text
secondaryDiagnosis9,3796,"Secondary Diagnosis 9",1633,7,"A,M,C,I",Tumor,text
seerCauseSpecificCod,1914,"SEER Cause Specific COD",2944,1,"A,M,C,I",Tumor,digits
seerCodingSysCurrent,2120,"SEER Coding Sys--Current",2617,1,"A,M,C,I",Tumor,mixed
seerCodingSysOriginal,2130,"SEER Coding Sys--Original",2618,1,"A,M,C,I",Tumor,mixed
seerOtherCod,1915,"SEER Other COD",2945,1,"A,M,C,I",Tumor,digits
seerRecordNumber,2190,"SEER Record Number",2636,2,"A,M,C,I",Tumor,digits
seerSiteSpecificFact1,3700,"SEER Site-Specific Fact 1",1520,1,"A,M,C,I",Tumor,digits
seerSiteSpecificFact2,3702,"SEER Site-Specific Fact 2",1521,1,"A,M,C,I",Tumor,digits
seerSiteSpecificFact3,3704,"SEER Site-Specific Fact 3",1522,1,"A,M,C,I",Tumor,digits
seerSiteSpecificFact4,3706,"SEER Site-Specific Fact 4",1523,1,"A,M,C,I",Tumor,digits
seerSiteSpecificFact5,3708,"SEER Site-Specific Fact 5",1524,1,"A,M,C,I",Tumor,digits
seerSiteSpecificFact6,3710,"SEER Site-Specific Fact 6",1525,1,"A,M,C,I",Tumor,digits
seerSummaryStage1977,760,"SEER Summary Stage 1977",989,1,"A,M,C,I",Tumor,digits
seerSummaryStage2000,759,"SEER Summary Stage 2000",988,1,"A,M,C,I",Tumor,digits
seerTypeOfFollowUp,2180,"SEER Type of Follow-Up",2635,1,"A,M,C,I",Tumor,digits
sentinelLymphNodesExamined,834,"Sentinel Lymph Nodes Examined",1014,2,"A,M,C,I",Tumor,digits
sentinelLymphNodesPositive,835,"Sentinel Lymph Nodes Positive",1012,2,"A,M,C,I",Tumor,digits
separateTumorNodules,3929,"Separate Tumor Nodules",1866,1,"A,M,C,I",Tumor,digits
sequenceNumberCentral,380,"Sequence Number--Central",542,2,"A,M,C,I",Tumor,digits
sequenceNumberHospital,560,"Sequence Number--Hospital",754,2,"A,M,C,I",Tumor,digits
serumAlbuminPretreatmentLevel,3930,"Serum Albumin Pretreatment Level",1917,1,"A,M,C,I",Tumor,digits
serumBeta2MicroglobulinPretxLvl,3931,"Serum Beta-2 Microglobulin Pretreatment Level",1918,1,"A,M,C,I",Tumor,digits
sex,220,"Sex",222,1,"A,M,C,I",Patient,digits
siteCodingSysCurrent,450,"Site Coding Sys--Current",572,1,"A,M,C,I",Tumor,digits
siteCodingSysOriginal,460,"Site Coding Sys--Original",573,1,"A,M,C,I",Tumor,digits
siteIcdO1,1960,"Site (73-91) ICD-O-1",2596,4,"A,M,C,I",Tumor,digits
socialSecurityNumber,2320,"Social Security Number",4328,9,"A,M,C",Patient,digits
spanishHispanicOrigin,190,"Spanish/Hispanic Origin",219,1,"A,M,C,I",Patient,digits
stateAtDxGeocode19708090,81,"State at DX Geocode 1970/80/90",153,2,"A,M,C,I",Tumor,text
stateAtDxGeocode2000,82,"State at DX Geocode 2000",167,2,"A,M,C,I",Tumor,text
stateAtDxGeocode2010,83,"State at DX Geocode 2010",180,2,"A,M,C,I",Tumor,text
stateAtDxGeocode2020,84,"State at DX Geocode 2020",193,2,"A,M,C,I",Tumor,text
stateRequestorItems,2220,"State/Requestor Items",3049,1000,"A,M,C,I",Tumor,text
subsqRx2ndCourseBrm,1675,"Subsq RX 2nd Course BRM",2476,1,"A,M,C,I",Tumor,digits
subsqRx2ndCourseChemo,1673,"Subsq RX 2nd Course Chemo",2474,1,"A,M,C,I",Tumor,digits
subsqRx2ndCourseDate,1660,"Subsq RX 2nd Course Date",2457,8,"A,M,C,I",Tumor,date
subsqRx2ndCourseHorm,1674,"Subsq RX 2nd Course Horm",2475,1,"A,M,C,I",Tumor,digits
subsqRx2ndCourseOth,1676,"Subsq RX 2nd Course Oth",2477,1,"A,M,C,I",Tumor,digits
subsqRx2ndCourseRad,1672,"Subsq RX 2nd Course Rad",2473,1,"A,M,C,I",Tumor,digits
subsqRx2ndCourseSurg,1671,"Subsq RX 2nd Course Surg",2467,2,"A,M,C,I",Tumor,digits
subsqRx2ndRegLnRem,1679,"Subsq RX 2nd--Reg LN Rem",2471,2,"A,M,C,I",Tumor,digits
subsqRx2ndScopeLnSu,1677,"Subsq RX 2nd--Scope LN SU",2469,1,"A,M,C,I",Tumor,digits
subsqRx2ndSurgOth,1678,"Subsq RX 2nd--Surg Oth",2470,1,"A,M,C,I",Tumor,digits
subsqRx2ndcrsDateFlag,1661,"Subsq RX 2ndCrs Date Flag",2465,2,"A,M,C,I",Tumor,digits
subsqRx3rdCourseBrm,1695,"Subsq RX 3rd Course BRM",2497,1,"A,M,C,I",Tumor,digits
subsqRx3rdCourseChemo,1693,"Subsq RX 3rd Course Chemo",2495,1,"A,M,C,I",Tumor,digits
subsqRx3rdCourseDate,1680,"Subsq RX 3rd Course Date",2478,8,"A,M,C,I",Tumor,date
subsqRx3rdCourseHorm,1694,"Subsq RX 3rd Course Horm",2496,1,"A,M,C,I",Tumor,digits
subsqRx3rdCourseOth,1696,"Subsq RX 3rd Course Oth",2498,1,"A,M,C,I",Tumor,digits
subsqRx3rdCourseRad,1692,"Subsq RX 3rd Course Rad",2494,1,"A,M,C,I",Tumor,digits
subsqRx3rdCourseSurg,1691,"Subsq RX 3rd Course Surg",2488,2,"A,M,C,I",Tumor,digits
subsqRx3rdRegLnRem,1699,"Subsq RX 3rd--Reg LN Rem",2492,2,"A,M,C,I",Tumor,digits
subsqRx3rdScopeLnSu,1697,"Subsq RX 3rd--Scope LN Su",2490,1,"A,M,C,I",Tumor,digits
subsqRx3rdSurgOth,1698,"Subsq RX 3rd--Surg Oth",2491,1,"A,M,C,I",Tumor,digits
subsqRx3rdcrsDateFlag,1681,"Subsq RX 3rdCrs Date Flag",2486,2,"A,M,C,I",Tumor,digits
subsqRx4thCourseBrm,1715,"Subsq RX 4th Course BRM",2518,1,"A,M,C,I",Tumor,digits
subsqRx4thCourseChemo,1713,"Subsq RX 4th Course Chemo",2516,1,"A,M,C,I",Tumor,digits
subsqRx4thCourseDate,1700,"Subsq RX 4th Course Date",2499,8,"A,M,C,I",Tumor,date
subsqRx4thCourseHorm,1714,"Subsq RX 4th Course Horm",2517,1,"A,M,C,I",Tumor,digits
subsqRx4thCourseOth,1716,"Subsq RX 4th Course Oth",2519,1,"A,M,C,I",Tumor,digits
subsqRx4thCourseRad,1712,"Subsq RX 4th Course Rad",2515,1,"A,M,C,I",Tumor,digits
subsqRx4thCourseSurg,1711,"Subsq RX 4th Course Surg",2509,2,"A,M,C,I",Tumor,digits
subsqRx4thRegLnRem,1719,"Subsq RX 4th--Reg LN Rem",2513,2,"A,M,C,I",Tumor,digits
subsqRx4thScopeLnSu,1717,"Subsq RX 4th--Scope LN Su",2511,1,"A,M,C,I",Tumor,digits
subsqRx4thSurgOth,1718,"Subsq RX 4th--Surg Oth",2512,1,"A,M,C,I",Tumor,digits
subsqRx4thcrsDateFlag,1701,"Subsq RX 4thCrs Date Flag",2507,2,"A,M,C,I",Tumor,digits
subsqRxReconstructDel,1741,"Subsq RX--Reconstruct Del",2520,1,"A,M,C,I",Tumor,digits
summaryStage2018,764,"Summary Stage 2018",987,1,"A,M,C,I",Tumor,digits
survDateActiveFollowup,1782,"Surv-Date Active Followup",2965,8,"A,M,C,I",Tumor,date
survDateDxRecode,1788,"Surv-Date DX Recode",2991,8,"A,M,C,I",Tumor,date
survDatePresumedAlive,1785,"Surv-Date Presumed Alive",2978,8,"A,M,C,I",Tumor,date
survFlagActiveFollowup,1783,"Surv-Flag Active Followup",2973,1,"A,M,C,I",Tumor,digits
survFlagPresumedAlive,1786,"Surv-Flag Presumed Alive",2986,1,"A,M,C,I",Tumor,digits
survMosActiveFollowup,1784,"Surv-Mos Active Followup",2974,4,"A,M,C,I",Tumor,digits
survMosPresumedAlive,1787,"Surv-Mos Presumed Alive",2987,4,"A,M,C,I",Tumor,digits
telephone,2360,"Telephone",4588,10,"A,M,C",Patient,digits
textDxProcLabTests,2550,"Text--DX Proc--Lab Tests",9935,1000,"A,M",Tumor,text
textDxProcOp,2560,"Text--DX Proc--Op",10935,1000,"A,M",Tumor,text
textDxProcPath,2570,"Text--DX Proc--Path",11935,1000,"A,M",Tumor,text
textDxProcPe,2520,"Text--DX Proc--PE",6935,1000,"A,M",Tumor,text
textDxProcScopes,2540,"Text--DX Proc--Scopes",8935,1000,"A,M",Tumor,text
textDxProcXRayScan,2530,"Text--DX Proc--X-ray/Scan",7935,1000,"A,M",Tumor,text
textHistologyTitle,2590,"Text--Histology Title",13035,100,"A,M",Tumor,text
textPlaceOfDiagnosis,2690,"Text--Place of Diagnosis",22135,60,"A,M",Tumor,text
textPrimarySiteTitle,2580,"Text--Primary Site Title",12935,100,"A,M",Tumor,text
textRemarks,2680,"Text--Remarks",21135,1000,"A,M",Tumor,text
textStaging,2600,"Text--Staging",13135,1000,"A,M",Tumor,text
textUsualIndustry,320,"Text--Usual Industry",347,100,"A,M,C,I",Tumor,text
textUsualOccupation,310,"Text--Usual Occupation",247,100,"A,M,C,I",Tumor,text
thrombocytopenia,3933,"Thrombocytopenia",1914,1,"A,M,C,I",Tumor,digits
tnmClinDescriptor,980,"TNM Clin Descriptor",1081,1,"A,M,C,I",Tumor,digits
tnmClinM,960,"TNM Clin M",1073,4,"A,M,C,I",Tumor,text
tnmClinN,950,"TNM Clin N",1069,4,"A,M,C,I",Tumor,text
tnmClinStageGroup,970,"TNM Clin Stage Group",1077,4,"A,M,C,I",Tumor,text
tnmClinStagedBy,990,"TNM Clin Staged By",868,2,"A,M,C,I",Tumor,digits
tnmClinT,940,"TNM Clin T",1065,4,"A,M,C,I",Tumor,text
tnmEditionNumber,1060,"TNM Edition Number",1046,2,"A,M,C,I",Tumor,text
tnmPathDescriptor,920,"TNM Path Descriptor",1064,1,"A,M,C,I",Tumor,digits
tnmPathM,900,"TNM Path M",1056,4,"A,M,C,I",Tumor,text
tnmPathN,890,"TNM Path N",1052,4,"A,M,C,I",Tumor,text
tnmPathStageGroup,910,"TNM Path Stage Group",1060,4,"A,M,C,I",Tumor,text
tnmPathStagedBy,930,"TNM Path Staged By",866,2,"A,M,C,I",Tumor,digits
tnmPathT,880,"TNM Path T",1048,4,"A,M,C,I",Tumor,text
totalDose,1533,"Total Dose",2351,6,"A,M,C,I",Tumor,digits
tumorDeposits,3934,"Tumor Deposits",1803,2,"A,M,C,I",Tumor,text
tumorGrowthPattern,3935,"Tumor Growth Pattern",1832,1,"A,M,C,I",Tumor,digits
tumorMarker1,1150,"Tumor Marker 1",1294,1,"A,M,C,I",Tumor,digits
tumorMarker2,1160,"Tumor Marker 2",1295,1,"A,M,C,I",Tumor,digits
tumorMarker3,1170,"Tumor Marker 3",1296,1,"A,M,C,I",Tumor,digits
tumorRecordNumber,60,"Tumor Record Number",40,2,"A,M,C,I",Tumor,digits
tumorSizeClinical,752,"Tumor Size Clinical",876,3,"A,M,C,I",Tumor,digits
tumorSizePathologic,754,"Tumor Size Pathologic",879,3,"A,M,C,I",Tumor,digits
tumorSizeSummary,756,"Tumor Size Summary",882,3,"A,M,C,I",Tumor,digits
typeOfReportingSource,500,"Type of Reporting Source",577,1,"A,M,C,I",Tumor,digits
ulceration,3936,"Ulceration",1905,1,"A,M,C,I",Tumor,digits
unusualFollowUpMethod,1850,"Unusual Follow-Up Method",2963,2,"A,M,C,I",Tumor,digits
uric2000,345,"URIC 2000",462,1,"A,M,C,I",Tumor,mixed
uric2010,346,"URIC 2010",463,1,"A,M,C,I",Tumor,mixed
vendorName,2170,"Vendor Name",2625,10,"A,M,C,I",Tumor,text
visceralParietalPleuralInvasion,3937,"Visceral and Parietal Pleural Invasion",1867,1,"A,M,C,I",Tumor,digits
vitalStatus,1760,"Vital Status",2785,1,"A,M,C,I",Patient,digits
vitalStatusRecode,1762,"Vital Status Recode",2786,1,"A,M,C,I",Patient,digits
