XML NAACCR ID,Item #,Item Name,Length,PARENT XML ELEMENT,Section,Format,Allowable Values,Note
addrAtDxNoStreet,2330,Addr at DX--No & Street,60,Tumor,Patient-Confidential,"Mixed case, embedded spaces, punctuation limited to periods, slashes, hyphens, and pound signs. Left justified, space filled",Valid address or UNKNOWN,
addrAtDxSupplementl,2335,Addr at DX--Supplementl,60,Tumor,Patient-Confidential,"Mixed case, embedded spaces, punctuation limited to periods, slashes, hyphens, and pound signs. Left justified, space filled",Valid address or blank,
addrCurrentNoStreet,2350,Addr Current--No & Street,60,Patient,Patient-Confidential,"Mixed case, embedded spaces, punctuation limited to periods, slashes, hyphens, and pound signs. Left justified, space filled",Valid address or UNKNOWN,
latitude,2352,Latitude,10,Tumor,Patient-Confidential,Right justified,"Numbers, decimal point, negative sign",
longitude,2354,Longitude,11,Tumor,Patient-Confidential,Right justified,"Numbers, decimal point, negative sign",
addrCurrentSupplementl,2355,Addr Current--Supplementl,60,Patient,Patient-Confidential,"Mixed case, embedded spaces, punctuation limited to periods, slashes, hyphens, and pound signs. Left justified, space filled",,
telephone,2360,Telephone,10,Patient,Patient-Confidential,10-digit number,Any 10-digit number,
dcStateFileNumber,2380,DC State File Number,12,Patient,Patient-Confidential,,Any characters or blank,
followUpContactNost,2392,Follow-Up Contact--No&St,60,Tumor,Patient-Confidential,"Mixed case, embedded spaces, punctuation limited to periods, slashes, hyphens, and pound signs. Left justified, space filled",,
followUpContactSuppl,2393,Follow-Up Contact--Suppl,60,Tumor,Patient-Confidential,"Mixed case, embedded spaces, punctuation limited to periods, slashes, hyphens, and pound signs. Left justified, space filled",,
followUpContactName,2394,Follow-Up Contact--Name,60,Tumor,Patient-Confidential,,,
institutionReferredFrom,2410,Institution Referred From,10,Tumor,Hospital-Confidential,Right justified and zero filled,10-digit number,
npiInstReferredFrom,2415,NPI--Inst Referred From,10,Tumor,Hospital-Confidential,,"10-digit NPI code (9-digit NPI integer plus 1 check digit), blank",
institutionReferredTo,2420,Institution Referred To,10,Tumor,Hospital-Confidential,Right justified and zero filled,10-digit number,
npiInstReferredTo,2425,NPI--Inst Referred To,10,Tumor,Hospital-Confidential,,"10-digit NPI code (9-digit NPI integer plus 1 check digit), blank",
followingRegistry,2440,Following Registry,10,Tumor,Hospital-Confidential,Right justified and zero filled,10-digit number,
npiFollowingRegistry,2445,NPI--Following Registry,10,Tumor,Hospital-Confidential,,"10-digit NPI code (9-digit NPI integer plus 1 check digit), blank",
physicianManaging,2460,Physician--Managing,8,Tumor,Other-Confidential,Left justified,,
npiPhysicianManaging,2465,NPI--Physician--Managing,10,Tumor,Other-Confidential,,"10-digit NPI code (9-digit NPI integer plus 1 check digit), blank",
physicianFollowUp,2470,Physician--Follow-Up,8,Tumor,Other-Confidential,Left justified,,
npiPhysicianFollowUp,2475,NPI--Physician--Follow-Up,10,Tumor,Other-Confidential,,"10-digit NPI codes (9-digit NPI integer plus 1 check digit), blank",
physicianPrimarySurg,2480,Physician--Primary Surg,8,Tumor,Other-Confidential,Left justified,,
npiPhysicianPrimarySurg,2485,NPI--Physician--Primary Surg,10,Tumor,Other-Confidential,,"10-digit NPI code (9-digit NPI integer plus 1 check digit), blank",
physician3,2490,Physician 3,8,Tumor,Other-Confidential,Left justified,,
npiPhysician3,2495,NPI--Physician 3,10,Tumor,Other-Confidential,,"10-digit NPI code (9-digit NPI integer plus 1 check digit), blank",
physician4,2500,Physician 4,8,Tumor,Other-Confidential,Left justified,,
npiPhysician4,2505,NPI--Physician 4,10,Tumor,Other-Confidential,,"10-digit NPI code (9-digit NPI integer plus 1 check digit), blank",
ehrReporting,2508,EHR Reporting,4000,Tumor,Other-Confidential,,Free text,Revised
textDxProcPe,2520,Text--DX Proc--PE,4000,Tumor,Text-Diagnosis,Free text,Neither carriage return nor line feed characters allowed,
textDxProcXRayScan,2530,Text--DX Proc--X-ray/Scan,4000,Tumor,Text-Diagnosis,Free text,Neither carriage return nor line feed characters allowed,
textDxProcScopes,2540,Text--DX Proc--Scopes,4000,Tumor,Text-Diagnosis,Free text,Neither carriage return nor line feed characters allowed,
textDxProcLabTests,2550,Text--DX Proc--Lab Tests,4000,Tumor,Text-Diagnosis,Free text,Neither carriage return nor line feed characters allowed,
textDxProcOp,2560,Text--DX Proc--Op,4000,Tumor,Text-Diagnosis,Free text,Neither carriage return nor line feed characters allowed,
textDxProcPath,2570,Text--DX Proc--Path,4000,Tumor,Text-Diagnosis,Free text,Neither carriage return nor line feed characters allowed,
textPrimarySiteTitle,2580,Text--Primary Site Title,100,Tumor,Text-Diagnosis,Free text,Neither carriage return nor line feed characters allowed,
textHistologyTitle,2590,Text--Histology Title,100,Tumor,Text-Diagnosis,Free text,Neither carriage return nor line feed characters allowed,
textStaging,2600,Text--Staging,4000,Tumor,Text-Diagnosis,Free text,Neither carriage return nor line feed characters allowed,
rxTextSurgery,2610,RX Text--Surgery,4000,Tumor,Text-Treatment,Free text,Neither carriage return nor line feed characters allowed,
rxTextRadiation,2620,RX Text--Radiation (Beam),4000,Tumor,Text-Treatment,Free text,Neither carriage return nor line feed characters allowed,
rxTextRadiationOther,2630,RX Text--Radiation Other,4000,Tumor,Text-Treatment,Free text,Neither carriage return nor line feed characters allowed,
rxTextChemo,2640,RX Text--Chemo,4000,Tumor,Text-Treatment,,Neither carriage return nor line feed characters allowed,
rxTextHormone,2650,RX Text--Hormone,4000,Tumor,Text-Treatment,Free text,Neither carriage return nor line feed characters allowed,
rxTextBrm,2660,RX Text--BRM,4000,Tumor,Text-Treatment,,Neither line break nor line feed characters allowed,
rxTextOther,2670,RX Text--Other,4000,Tumor,Text-Treatment,Free text,Neither carriage return nor line feed characters allowed,
textRemarks,2680,Text--Remarks,4000,Tumor,Text-Miscellaneous,Free text,Neither carriage return nor line feed characters allowed,
textPlaceOfDiagnosis,2690,Text--Place of Diagnosis,60,Tumor,Text-Miscellaneous,Free text,Neither carriage return nor line feed characters allowed,
csTumorSize,2800,CS Tumor Size,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csExtension,2810,CS Extension,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csTumorSizeExtEval,2820,CS Tumor Size/Ext Eval,1,Tumor,Stage/Prognostic Factors,,0-9 (site-specific),
csLymphNodes,2830,CS Lymph Nodes,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csLymphNodesEval,2840,CS Lymph Nodes Eval,1,Tumor,Stage/Prognostic Factors,,0-9 (site-specific),
csMetsAtDx,2850,CS Mets at DX,2,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",00-99 (site-specific),
csMetsAtDxBone,2851,CS Mets at Dx-Bone,1,Tumor,Stage/Prognostic Factors,,"0, 1, 8, 9",
csMetsAtDxBrain,2852,CS Mets at Dx-Brain,1,Tumor,Stage/Prognostic Factors,,"0, 1, 8, 9",
csMetsAtDxLiver,2853,CS Mets at Dx-Liver,1,Tumor,Stage/Prognostic Factors,,"0, 1, 8, 9",
csMetsAtDxLung,2854,CS Mets at Dx-Lung,1,Tumor,Stage/Prognostic Factors,,"0, 1, 8, 9",
csMetsEval,2860,CS Mets Eval,1,Tumor,Stage/Prognostic Factors,,0-9 (site-specific),
csSiteSpecificFactor7,2861,CS Site-Specific Factor 7,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor8,2862,CS Site-Specific Factor 8,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor9,2863,CS Site-Specific Factor 9,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor10,2864,CS Site-Specific Factor10,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor11,2865,CS Site-Specific Factor11,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor12,2866,CS Site-Specific Factor12,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor13,2867,CS Site-Specific Factor13,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor14,2868,CS Site-Specific Factor14,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor15,2869,CS Site-Specific Factor15,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor16,2870,CS Site-Specific Factor16,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor17,2871,CS Site-Specific Factor17,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor18,2872,CS Site-Specific Factor18,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor19,2873,CS Site-Specific Factor19,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor20,2874,CS Site-Specific Factor20,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor21,2875,CS Site-Specific Factor21,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor22,2876,CS Site-Specific Factor22,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor23,2877,CS Site-Specific Factor23,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor24,2878,CS Site-Specific Factor24,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor25,2879,CS Site-Specific Factor25,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor1,2880,CS Site-Specific Factor 1,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor2,2890,CS Site-Specific Factor 2,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor3,2900,CS Site-Specific Factor 3,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor4,2910,CS Site-Specific Factor 4,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor5,2920,CS Site-Specific Factor 5,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csSiteSpecificFactor6,2930,CS Site-Specific Factor 6,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999 (site-specific),
csVersionInputOriginal,2935,CS Version Input Original,6,Tumor,Stage/Prognostic Factors,6-digit number,Valid 6-digit CS version number,
csVersionDerived,2936,CS Version Derived,6,Tumor,Stage/Prognostic Factors,6-digit number,Valid 6-digit CS version number,
csVersionInputCurrent,2937,CS Version Input Current,6,Tumor,Stage/Prognostic Factors,6-digit number,Valid 6-digit CS version number,
derivedAjcc6T,2940,Derived AJCC-6 T,2,Tumor,Stage/Prognostic Factors,,"Site-specific (derived from Collaborative Stage fields), blank",
derivedAjcc6TDescript,2950,Derived AJCC-6 T Descript,1,Tumor,Stage/Prognostic Factors,,"c, p, a, y, N, and blank (derived from Collaborative Stage fields)",
derivedAjcc6N,2960,Derived AJCC-6 N,2,Tumor,Stage/Prognostic Factors,,"Site-specific (derived from Collaborative Stage fields), blank",
derivedAjcc6NDescript,2970,Derived AJCC-6 N Descript,1,Tumor,Stage/Prognostic Factors,,"c, p, a, y, N, and blank (derived from Collaborative Stage fields)",
derivedAjcc6M,2980,Derived AJCC-6 M,2,Tumor,Stage/Prognostic Factors,,"Site-specific (derived from Collaborative Stage fields), blank",
derivedAjcc6MDescript,2990,Derived AJCC-6 M Descript,1,Tumor,Stage/Prognostic Factors,,"c, p, a, y, N, and blank (derived from Collaborative Stage fields)",
derivedAjcc6StageGrp,3000,Derived AJCC-6 Stage Grp,2,Tumor,Stage/Prognostic Factors,,Site-specific (derived from Collaborative Stage fields),
derivedSs1977,3010,Derived SS1977,1,Tumor,Stage/Prognostic Factors,,"0-5, 7, 8, 9 (derived from Collaborative Stage fields)",
derivedSs2000,3020,Derived SS2000,1,Tumor,Stage/Prognostic Factors,,"0-5, 7, 8, 9 (derived from Collaborative Stage fields)",
derivedAjccFlag,3030,Derived AJCC--Flag,1,Tumor,Stage/Prognostic Factors,,"1, 2, blank",
derivedSs1977Flag,3040,Derived SS1977--Flag,1,Tumor,Stage/Prognostic Factors,,"1, 2, blank",
derivedSs2000Flag,3050,Derived SS2000--Flag,1,Tumor,Stage/Prognostic Factors,,"1, 2, blank",
archiveFin,3100,Archive FIN,10,Tumor,Hospital-Specific,"Right justified, zero filled",10-digit number,
npiArchiveFin,3105,NPI--Archive FIN,10,Tumor,Hospital-Specific,,"10-digit NPI code (9-digit NPI integer plus 1 check digit), blank",
comorbidComplication1,3110,Comorbid/Complication 1,5,Tumor,Stage/Prognostic Factors,"Left justified, zero filled","00000, 00100-13980, 24000-99990, E8700-E8799, E9300-E9499, V0720-V0739, V1000-V1590, V2220-V2310, V2540, V4400-V4589, V5041-V5049",
comorbidComplication2,3120,Comorbid/Complication 2,5,Tumor,Stage/Prognostic Factors,"Left justified, zero filled","00100-13980, 24000-99990, E8700-E8799, E9300-E9499, V0720-V0739, V1000-V1590, V2220-V2310, V2540, V4400-V4589, V5041-V5049, Blank",
comorbidComplication3,3130,Comorbid/Complication 3,5,Tumor,Stage/Prognostic Factors,"Left justified, zero filled","00100-13980, 24000-99990, E8700-E8799, E9300-E9499, V0720-V0739, V1000-V1590, V2220-V2310, V2540, V4400-V4589, V5041-V5049, Blank",
comorbidComplication4,3140,Comorbid/Complication 4,5,Tumor,Stage/Prognostic Factors,"Left justified, zero filled","00100-13980, 24000-99990, E8700-E8799, E9300-E9499, V0720-V0739, V1000-V1590, V2220-V2310, V2540, V4400-V4589, V5041-V5049, Blank",
comorbidComplication5,3150,Comorbid/Complication 5,5,Tumor,Stage/Prognostic Factors,"Left justified, zero filled","00100-13980, 24000-99990, E8700-E8799, E9300-E9499, V0720-V0739, V1000-V1590, V2220-V2310, V2540, V4400-V4589, V5041-V5049, Blank",
comorbidComplication6,3160,Comorbid/Complication 6,5,Tumor,Stage/Prognostic Factors,"Left justified, zero filled","00100-13980, 24000-99990, E8700-E8799, E9300-E9499, V0720-V0739, V1000-V1590, V2220-V2310, V2540, V4400-V4589, V5041-V5049, Blank",
comorbidComplication7,3161,Comorbid/Complication 7,5,Tumor,Stage/Prognostic Factors,"Left justified, zero filled","00100-13980, 24000-99990, E8700-E8799, E9300-E9499, V0720-V0739, V1000-V1590, V2220-V2310, V2540, V4400-V4589, V5041-V5049, Blank",
comorbidComplication8,3162,Comorbid/Complication 8,5,Tumor,Stage/Prognostic Factors,"Left justified, zero filled","00100-13980, 24000-99990, E8700-E8799, E9300-E9499, V0720-V0739, V1000-V1590, V2220-V2310, V2540, V4400-V4589, V5041-V5049, Blank",
comorbidComplication9,3163,Comorbid/Complication 9,5,Tumor,Stage/Prognostic Factors,"Left justified, zero filled","00100-13980, 24000-99990, E8700-E8799, E9300-E9499, V0720-V0739, V1000-V1590, V2220-V2310, V2540, V4400-V4589, V5041-V5049, Blank",
comorbidComplication10,3164,Comorbid/Complication 10,5,Tumor,Stage/Prognostic Factors,"Left justified, zero filled","00100-13980, 24000-99990, E8700-E8799, E9300-E9499, V0720-V0739, V1000-V1590, V2220-V2310, V2540, V4400-V4589, V5041-V5049, Blank",
icdRevisionComorbid,3165,ICD Revision Comorbid,1,Tumor,Stage/Prognostic Factors,,"0, 1, 9, blank",
rxDateMostDefinSurg,3170,RX Date Mst Defn Srg,8,Tumor,Treatment-1st Course,YYYYMMDD,Valid dates,
rxDateSurgicalDisch,3180,RX Date Surg Disch,8,Tumor,Treatment-1st Course,YYYYMMDD,Valid dates,
readmSameHosp30Days,3190,Readm Same Hosp 30 Days,1,Tumor,Treatment-1st Course,,"0-3, 9",
radBoostRxModality,3200,Rad--Boost RX Modality,2,Tumor,Treatment-1st Course,"Right justified, zero filled","00, 20-32, 40-43, 50-55, 60-62, 98, 99",
radBoostDoseCgy,3210,Rad--Boost Dose cGy,5,Tumor,Treatment-1st Course,"Right justified, zero filled",00000-99999,
rxDateRadiationEnded,3220,RX Date Rad Ended,8,Tumor,Treatment-1st Course,YYYYMMDD,Valid dates,
rxDateSystemic,3230,RX Date Systemic,8,Tumor,Treatment-1st Course,YYYYMMDD,Valid dates,
rxSummTransplntEndocr,3250,RX Summ--Transplnt/Endocr,2,Tumor,Treatment-1st Course,"Right justified, zero filled","00, 10-12, 20, 30, 40, 82, 85-88, 99",
rxSummPalliativeProc,3270,RX Summ--Palliative Proc,1,Tumor,Treatment-1st Course,,"0-7, 9",
rxHospPalliativeProc,3280,RX Hosp--Palliative Proc,1,Tumor,Hospital-Specific,,"0-7, 9",
ruralurbanContinuum1993,3300,RuralUrban Continuum 1993,2,Tumor,Demographic,"Right justified, zero filled","00-09, 98, 99, blank",
ruralurbanContinuum2003,3310,RuralUrban Continuum 2003,2,Tumor,Demographic,"Right justified, zero filled","01-09, 98, 99, blank",
ruralurbanContinuum2013,3312,RuralUrban Continuum 2013,2,Tumor,Demographic,"Right justified, zero-filled","01-09, 98, 99, blank",
derivedAjcc7T,3400,Derived AJCC-7 T,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999,
derivedAjcc7TDescript,3402,Derived AJCC-7 T Descript,1,Tumor,Stage/Prognostic Factors,,"c, p, a, y, N, blank",
derivedAjcc7N,3410,Derived AJCC-7 N,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999,
derivedAjcc7NDescript,3412,Derived AJCC-7 N Descript,1,Tumor,Stage/Prognostic Factors,,"c, p, a, y, N, blank",
derivedAjcc7M,3420,Derived AJCC-7 M,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999,
derivedAjcc7MDescript,3422,Derived AJCC-7 M Descript,1,Tumor,Stage/Prognostic Factors,,"c, p, a, y, N, blank",
derivedAjcc7StageGrp,3430,Derived AJCC-7 Stage Grp,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999,
derivedPrerx7T,3440,Derived PreRx-7 T,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999,
derivedPrerx7TDescrip,3442,Derived PreRx-7 T Descrip,1,Tumor,Stage/Prognostic Factors,,"c, N, blank",
derivedPrerx7N,3450,Derived PreRx-7 N,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999,
derivedPrerx7NDescrip,3452,Derived PreRx-7 N Descrip,1,Tumor,Stage/Prognostic Factors,,"c, N, blank",
derivedPrerx7M,3460,Derived PreRx-7 M,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999,
derivedPrerx7MDescrip,3462,Derived PreRx-7 M Descrip,1,Tumor,Stage/Prognostic Factors,,"c, N, blank",
derivedPrerx7StageGrp,3470,Derived PreRx-7 Stage Grp,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999,
derivedPostrx7T,3480,Derived PostRx-7 T,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999,
derivedPostrx7N,3482,Derived PostRx-7 N,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999,
derivedPostrx7M,3490,Derived PostRx-7 M,2,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",00-99,
derivedPostrx7StgeGrp,3492,Derived PostRx-7 Stge Grp,3,Tumor,Stage/Prognostic Factors,"Right justified, zero filled",000-999,
derivedNeoadjuvRxFlag,3600,Derived Neoadjuv Rx Flag,1,Tumor,Stage/Prognostic Factors,,"0,1,9",
derivedSeerPathStgGrp,3605,Derived SEER Path Stg Grp,5,Tumor,Stage/Prognostic Factors,"Upper-case alphanumeric, left justified","0, 0A, 0IS, 1,1A, 1A1, 1A2, 1B, 1B1, 1B2, 1C, 1S, 2, 2A, 2A1, 2A2, 2B, 2C, 3, 3A, 3B, 3C, 3C1, 3C2, 4, 4A, 4A1, 4A2, 4B, 4C, OC, 88, 99, Blank",
derivedSeerClinStgGrp,3610,Derived SEER Clin Stg Grp,5,Tumor,Stage/Prognostic Factors,"Upper-case alphanumeric, left justified","0, 0A, 0IS, 1,1A, 1A1, 1A2, 1B, 1B1, 1B2, 1C, 1S, 2, 2A, 2A1, 2A2, 2B, 2C, 3, 3A, 3B, 3C, 3C1, 3C2, 4, 4A, 4A1, 4A2, 4B, 4C, OC, 88, 99, Blank",
derivedSeerCmbStgGrp,3614,Derived SEER Cmb Stg Grp,5,Tumor,Stage/Prognostic Factors,"Upper-case alphanumeric, Left justified","0, 0A, 0IS, 1,1A, 1A1, 1A2, 1B, 1B1, 1B2, 1C, 1S, 2, 2A, 2A1, 2A2, 2B, 2C, 3, 3A, 3B, 3C, 3C1, 3C2, 4, 4A, 4A1, 4A2, 4B, 4C, OC, 88, 99, Blank",
derivedSeerCombinedT,3616,Derived SEER Combined T,5,Tumor,Stage/Prognostic Factors,"Upper-case alphanumeric, left justified, blank filled","See AJCC Cancer Staging Manual and FORDS Manual; also 88, blank",
derivedSeerCombinedN,3618,Derived SEER Combined N,5,Tumor,Stage/Prognostic Factors,"Upper-case alphanumeric, left justified, blank filled","See AJCC Cancer Staging Manual and FORDS Manual; also 88, blank",
derivedSeerCombinedM,3620,Derived SEER Combined M,5,Tumor,Stage/Prognostic Factors,"Upper-case alphanumeric, left justified, blank filled","See AJCC Cancer Staging Manual and FORDS Manual; also 88, blank",
derivedSeerCmbTSrc,3622,Derived SEER Cmb T Src,1,Tumor,Stage/Prognostic Factors,,"1, 2, 3, 9",
derivedSeerCmbNSrc,3624,Derived SEER Cmb N Src,1,Tumor,Stage/Prognostic Factors,,"1, 2, 3, 9",
derivedSeerCmbMSrc,3626,Derived SEER Cmb M Src,1,Tumor,Stage/Prognostic Factors,,"1, 2, 3, 9",
npcrDerivedAjcc8TnmClinStgGrp,3645,NPCR Derived AJCC 8 TNM Clin Stg Grp,15,Tumor,Stage/Prognostic Factors,Left justified,"Codes published in the AJCC Cancer Staging Manual, 88, 99, Blank",
npcrDerivedAjcc8TnmPathStgGrp,3646,NPCR Derived AJCC 8 TNM Path Stg Grp,15,Tumor,Stage/Prognostic Factors,Left justified,"Codes published in the AJCC Cancer Staging Manual, 88, 99, Blank",
npcrDerivedAjcc8TnmPostStgGrp,3647,NPCR Derived AJCC 8 TNM Post Therapy Stg Grp,15,Tumor,Stage/Prognostic Factors,Left justified,"Codes published in the AJCC Cancer Staging Manual, 88, 99, Blank",
npcrDerivedClinStgGrp,3650,NPCR Derived Clin Stg Grp,4,Tumor,Stage/Prognostic Factors,"Upper case, alphanumeric. Convert AJCC Roman numerals to Arabic numerals. Left justified, blank filled.","See the FORDS Manual for valid codes; also 88, 99 and blank",
npcrDerivedPathStgGrp,3655,NPCR Derived Path Stg Grp,4,Tumor,Stage/Prognostic Factors,"Upper case, alphanumeric. Convert AJCC Roman numerals to Arabic numerals. Left justified, blank filled.","See the FORDS Manual for valid codes; also 88, 99 and Blank",
seerSiteSpecificFact1,3700,SEER Site-Specific Fact 1,1,Tumor,Stage/Prognostic Factors,,"0-9, blank",
seerSiteSpecificFact2,3702,SEER Site-Specific Fact 2,1,Tumor,Stage/Prognostic Factors,,"0-9, blank",
seerSiteSpecificFact3,3704,SEER Site-Specific Fact 3,1,Tumor,Stage/Prognostic Factors,,"0-9, blank",
seerSiteSpecificFact4,3706,SEER Site-Specific Fact 4,1,Tumor,Stage/Prognostic Factors,,"0-9, blank",
seerSiteSpecificFact5,3708,SEER Site-Specific Fact 5,1,Tumor,Stage/Prognostic Factors,,"0-9, blank",
seerSiteSpecificFact6,3710,SEER Site-Specific Fact 6,1,Tumor,Stage/Prognostic Factors,,"0-9, blank",
overRideCs1,3750,Over-ride CS 1,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs2,3751,Over-ride CS 2,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs3,3752,Over-ride CS 3,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs4,3753,Over-ride CS 4,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs5,3754,Over-ride CS 5,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs6,3755,Over-ride CS 6,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs7,3756,Over-ride CS 7,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs8,3757,Over-ride CS 8,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs9,3758,Over-ride CS 9,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs10,3759,Over-ride CS 10,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs11,3760,Over-ride CS 11,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs12,3761,Over-ride CS 12,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs13,3762,Over-ride CS 13,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs14,3763,Over-ride CS 14,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs15,3764,Over-ride CS 15,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs16,3765,Over-ride CS 16,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs17,3766,Over-ride CS 17,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs18,3767,Over-ride CS 18,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs19,3768,Over-ride CS 19,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
overRideCs20,3769,Over-ride CS 20,1,Tumor,Edit Overrides/Conversion History/System Admin,,"1, blank",
secondaryDiagnosis1,3780,Secondary Diagnosis 1,7,Tumor,Stage/Prognostic Factors,"Left justified, starting with a character, there will be a presumed decimal point between the third and fourth characters in the reported value","A00.0 - B99.9, E00.0 - E89.89, G00.0 - P96.9, R00.0 - S99.929, T36.0 - T50.996, Y62.0 - Y84.9, Z14.0 - Z22.9, Z68.1 - Z68.54, Z80.0 - Z80.9, Z85.0 - Z86.03, Z86.1 - Z99.89 ",
secondaryDiagnosis2,3782,Secondary Diagnosis 2,7,Tumor,Stage/Prognostic Factors,"Left justified, starting with a character, there will be a presumed decimal point between the third and fourth characters in the reported value ","A00.0 - B99.9, E00.0 - E89.89, G00.0 - P96.9, R00.0 - S99.929, T36.0 - T50.996, Y62.0 - Y84.9, Z14.0 - Z22.9, Z68.1 - Z68.54, Z80.0 - Z80.9, Z85.0 - Z86.03, Z86.1 - Z99.89",
secondaryDiagnosis3,3784,Secondary Diagnosis 3,7,Tumor,Stage/Prognostic Factors,"Left justified, starting with a character, there will be a presumed decimal point between the third and fourth characters in the reported value ","A00.0 - B99.9, E00.0 - E89.89, G00.0 - P96.9, R00.0 - S99.929, T36.0 - T50.996, Y62.0 - Y84.9, Z14.0 - Z22.9, Z68.1 - Z68.54, Z80.0 - Z80.9, Z85.0 - Z86.03, Z86.1 - Z99.89",
